Timestamp,FrameId,FrameNumber,FPS,FrameWidth,FrameHeight,FrameSize,InferenceTimeMs,ConfidenceScore,AlgorithmFPS,AvgProcTimeMs,TotalProcTimeMs,GPUFreeMemoryMB,GPUTotalMemoryMB,CudaKernelTimeMs,DisplayLatencyMsRaw,DroppedFrames,RenderTimeMs,ProcessingLatencyMs,DisplayLatencyMs,EndToEndLatencyMs,JoulesPerFrame,RAM_In_Use_MB,Total_RAM_MB,LFB_Size_MB,Block_Max_MB,SWAP_In_Use_MB,Total_SWAP_MB,Cached_MB,used_IRAM_kB,total_IRAM_kB,lfb_kB,CPU1_Utilization_Percent,CPU1_Frequency_MHz,CPU2_Utilization_Percent,CPU2_Frequency_MHz,CPU3_Utilization_Percent,CPU3_Frequency_MHz,CPU4_Utilization_Percent,CPU4_Frequency_MHz,EMC_Frequency_Percent,GR3D_Frequency_Percent,PLL_Temperature_C,CPU_Temperature_C,PMIC_Temperature_C,GPU_Temperature_C,AO_Temperature_C,Thermal_Temperature_C,PowerTotalW,PowerAverageW,PowerSensor0W,PowerSensor0V,PowerSensor0A,PowerSensor1W,PowerSensor1V,PowerSensor1A,PowerSensor2W,PowerSensor2V,PowerSensor2A,PowerSensor3W,PowerSensor3V,PowerSensor3A
2025-11-16 21:20:34.433,309,309,13.1579,320,240,153600,1.28016,1,3.46204,1.30363,409.724,0,0,0,1534.74,0,5.26732,1.28016,5.26732,1534.74,0.00512065,1348.5,1952,0,0,0,0,0,0,0,0,44.5,0,39,0,32,0,40,0,0,0,0,0,0,0,0,0,4,2,4,4,4,0,0,0,0,0,0,0,0,0
2025-11-16 21:20:36.453,316,316,12.6582,320,240,153600,1.34475,1,3.4765,1.29221,418.794,0,0,0,1536.08,0,4.92491,1.34475,4.92491,1536.09,0.00537837,1348.5,1952,0,0,0,0,0,0,0,0,41.5,0,42,0,38,0,34,0,0,0,0,0,0,0,0,0,4,2,4,4,4,0,0,0,0,0,0,0,0,0
2025-11-16 21:20:38.469,323,323,13.1579,320,240,153600,1.55247,1,3.45812,1.3113,428.063,0,0,0,1540.8,0,5.0057,1.55247,5.0057,1540.8,0.00620924,1348.5,1952,0,0,0,0,0,0,0,0,40.5,0,36,0,39.5,0,39.5,0,0,0,0,0,0,0,0,0,4,2,4,4,4,0,0,0,0,0,0,0,0,0
2025-11-16 21:20:40.489,330,330,12.6582,320,240,153600,1.33845,1,3.47873,1.31167,437.408,0,0,0,1542.25,0,5.13894,1.33845,5.13894,1542.25,0.00535275,1347.5,1952,0,0,0,0,0,0,0,0,45,0,36.5,0,36.5,0,32,0,0,0,0,0,0,0,0,0,4,2,4,4,4,0,0,0,0,0,0,0,0,0
2025-11-16 21:20:42.505,337,337,13.1579,320,240,153600,1.2598,1,3.46278,1.33749,446.858,0,0,0,1547.58,0,4.85913,1.2598,4.85913,1547.58,0.00503815,1347.5,1952,0,0,0,0,0,0,0,0,42.5,0,33,0,35,0,40,0,0,0,0,0,0,0,0,0,4,2,4,4,4,0,0,0,0,0,0,0,0,0
2025-11-16 21:20:44.526,344,344,12.5,320,240,153600,1.29407,1,3.47432,1.34155,455.841,0,0,0,1549.07,0,5.15305,1.29407,5.15305,1549.07,0.00517503,1347.5,1952,0,0,0,0,0,0,0,0,42,0,41,0,40,0,37,0,0,0,0,0,0,0,0,0,4,2,4,4,4,0,0,0,0,0,0,0,0,0
2025-11-16 21:20:46.542,351,351,13.1579,320,240,153600,1.37225,1,3.45943,1.28816,464.921,0,0,0,1553.99,0,5.23092,1.37225,5.23092,1553.99,0.00548818,1347,1952,0,0,0,0,0,0,0,0,36.5,0,37.5,0,33,0,32,0,0,0,0,0,0,0,0,0,4,2,4,4,4,0,0,0,0,0,0,0,0,0
2025-11-16 21:20:48.562,358,358,12.6582,320,240,153600,1.26829,1,3.47776,1.34418,474.664,0,0,0,1554.86,0,5.12571,1.26829,5.12571,1554.86,0.00507232,1347,1952,0,0,0,0,0,0,0,0,36.5,0,36.5,0,32.5,0,33,0,0,0,0,0,0,0,0,0,4,2,4,4,4,0,0,0,0,0,0,0,0,0
2025-11-16 21:20:50.578,365,365,13.1579,320,240,153600,1.25646,1,3.45989,1.33989,483.723,0,0,0,1560.4,0,5.87575,1.25646,5.87575,1560.4,0.00502461,1347.5,1952,0,0,0,0,0,0,0,0,36,0,35.5,0,34,0,32,0,0,0,0,0,0,0,0,0,4,2,4,4,4,0,0,0,0,0,0,0,0,0
2025-11-16 21:20:52.674,372,372,13.1579,320,240,153600,1.36756,1,3.34517,1.30784,492.745,0,0,0,1485.87,0,5.11904,1.36756,5.11904,1485.87,0.00546942,1347,1952,0,0,0,0,0,0,0,0,41,0,37,0,32,0,37,0,0,0,0,0,0,0,0,0,4,2,4,4,4,0,0,0,0,0,0,0,0,0
2025-11-16 21:20:54.694,379,379,12.6582,320,240,153600,1.26803,1,3.4728,1.27922,501.815,0,0,0,1487.16,0,5.00868,1.26803,5.00868,1487.16,0.00507066,1347.5,1952,0,0,0,0,0,0,0,0,42.5,0,31,0,41,0,34,0,0,0,0,0,0,0,0,0,4,2,4,4,4,0,0,0,0,0,0,0,0,0
2025-11-16 21:20:56.710,386,386,13.1579,320,240,153600,1.32105,1,3.46522,1.28441,510.761,0,0,0,1492.26,0,4.89586,1.32105,4.89586,1492.26,0.00528358,1347.5,1952,0,0,0,0,0,0,0,0,44,0,40.5,0,34.5,0,39,0,0,0,0,0,0,0,0,0,4,2,4,4,4,0,0,0,0,0,0,0,0,0
2025-11-16 21:20:58.730,393,393,12.6582,320,240,153600,1.25959,1,3.46863,1.27182,519.618,0,0,0,1493.69,0,5.07243,1.25959,5.07243,1493.7,0.00503753,1347,1952,0,0,0,0,0,0,0,0,44,0,34,0,41,0,34,0,0,0,0,0,0,0,0,0,4,2,4,4,4,0,0,0,0,0,0,0,0,0
2025-11-16 21:21:00.746,400,400,13.1579,320,240,153600,1.27074,1,3.47381,1.26549,528.632,0,0,0,1498.94,0,4.95659,1.27074,4.95659,1498.94,0.00508254,1347.5,1952,0,0,0,0,0,0,0,0,45.5,0,38,0,42,0,38.5,0,0,0,0,0,0,0,0,0,4,2,4,4,4,0,0,0,0,0,0,0,0,0
2025-11-16 21:21:02.766,407,407,12.6582,320,240,153600,1.25621,1,3.46213,1.28795,537.731,0,0,0,1500.13,0,5.09764,1.25621,5.09764,1500.13,0.00502399,1348,1952,0,0,0,0,0,0,0,0,48.5,0,37,0,36.5,0,36,0,0,0,0,0,0,0,0,0,4,2,4,4,4,0,0,0,0,0,0,0,0,0
2025-11-16 21:21:04.782,414,414,13.1579,320,240,153600,1.33183,1,3.4773,1.30328,546.905,0,0,0,1504.85,0,5.07353,1.33183,5.07353,1504.85,0.00532672,1348,1952,0,0,0,0,0,0,0,0,41,0,38,0,39.5,0,40.5,0,0,0,0,0,0,0,0,0,4,2,4,4,4,0,0,0,0,0,0,0,0,0
